"AppealId","AppealDecision","PunishmentDuration","FineAmount","CurrencyCode"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P4Y","1.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P5M","1.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P5Y","1.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P6M","1.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P6Y","1.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P7Y","1.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P8M","1.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P9M","1.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P9Y","1.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT10M","1.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT12M","1.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT18M","1.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT18Y","1.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT1Y","1.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT2M","1.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT2Y","1.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT30M","1.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT3M","1.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT3Y","1.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT4M","1.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT4Y","1.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT5Y","1.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT6M","1.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P10M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P10M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P10Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P10Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P13Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P13Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P14Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P14Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P15Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P15Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P18Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P18Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P1M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P1M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P1Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P1Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P1Y6M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P1Y6M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P22Y2M11D","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P22Y2M11D","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P23Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P23Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P25Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P25Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P2M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P2M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P2Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P2Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P2Y1M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P2Y1M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P30Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P30Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P3M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P3M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P3Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P3Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P4M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P4M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P4Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P4Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P5M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P5M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P5Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P5Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P6M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P6M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P6Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P6Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P7Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P7Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P8M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P8M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P9M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P9M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P9Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P9Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT10M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT10M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT12M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT12M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT18M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT18M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT18Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT18Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT1Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT1Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT2M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT2M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT2Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT2Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT30M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT30M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT3M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT3M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT3Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT3Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT4M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT4M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT4Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT4Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT5Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT5Y","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT6M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT6M","100.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P10M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P10M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P10M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P10Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P10Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P10Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P13Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P13Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P13Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P14Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P14Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P14Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P15Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P15Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P15Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P18Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P18Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P18Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P1M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P1M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P1M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P1Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P1Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P1Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P1Y6M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P1Y6M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P1Y6M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P22Y2M11D","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P22Y2M11D","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P22Y2M11D","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P23Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P23Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P23Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P25Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P25Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P25Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P2M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P2M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P2M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P2Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P2Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P2Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P2Y1M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P2Y1M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P2Y1M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P30Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P30Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P30Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P3M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P3M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P3M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P3Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P3Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P3Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P4M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P4M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P4M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P4Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P4Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P4Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P5M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P5M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P5M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P5Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P5Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P5Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P6M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P6M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P6M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P6Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P6Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P6Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P7Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P7Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P7Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P8M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P8M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P8M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P9M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P9M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P9M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P9Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P9Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P9Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT10M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT10M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT10M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT12M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT12M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT12M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT18M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT18M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT18M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT18Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT18Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT18Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT1Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT1Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT1Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT2M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT2M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT2M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT2Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT2Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT2Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT30M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT30M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT30M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT3M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT3M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT3M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT3Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT3Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT3Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT4M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT4M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT4M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT4Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT4Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT4Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT5Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT5Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT5Y","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT6M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT6M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","PT6M","1000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P10M","10000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P10Y","10000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P13Y","10000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P14Y","10000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P15Y","10000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P18Y","10000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P1M","10000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P1Y","10000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P1Y6M","10000.0","EUR"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","P22Y2M11D","10000.0","EUR"
