"CaseId","AppealDecision","OffenseType"
"19-87.735","https://growgraph.dev/fca/appeal/fca--19-87--735#AppealDecision_1987735","http://growgraph.dev/fcaont#Theft"
"19-87.735","https://growgraph.dev/fca/appeal/fca--19-87--735#AppealDecision_1987735","http://growgraph.dev/fcaont#Vandalism"
"19-87.735","https://growgraph.dev/fca/appeal/fca--19-87--735#AppealDecision_1987735","http://growgraph.dev/fcaont#ViolentOffense"
"19-87.735","https://growgraph.dev/fca/appeal/fca--19-87--735#AppealDecision_1987735","http://growgraph.dev/fcaont#WhiteCollarOffense"
"20-82.707","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Assault"
"20-82.707","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Burglary"
"20-82.707","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#CyberCrime"
"20-82.707","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Disorderly_Conduct"
"20-82.707","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#DrugOffense"
"20-82.707","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Embezzlement"
"20-82.707","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Fraud"
"20-82.707","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Homicide"
"20-82.707","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#MoneyLaundering"
"20-82.707","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#OffenseType"
"20-82.707","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#PropertyOffense"
"20-82.707","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#PublicOrderCrime"
"20-82.707","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Robbery"
"20-82.707","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Theft"
"20-82.707","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Vandalism"
"20-82.707","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#ViolentOffense"
"20-82.707","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#WhiteCollarOffense"
"20-85.968","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Assault"
"20-85.968","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Burglary"
"20-85.968","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#CyberCrime"
"20-85.968","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Disorderly_Conduct"
"20-85.968","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#DrugOffense"
"20-85.968","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Embezzlement"
"20-85.968","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Fraud"
"20-85.968","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Homicide"
"20-85.968","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#MoneyLaundering"
"20-85.968","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#OffenseType"
"20-85.968","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#PropertyOffense"
"20-85.968","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#PublicOrderCrime"
"20-85.968","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Robbery"
"20-85.968","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Theft"
"20-85.968","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Vandalism"
"20-85.968","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#ViolentOffense"
"20-85.968","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#WhiteCollarOffense"
"21-80.493","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Assault"
"21-80.493","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Burglary"
"21-80.493","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#CyberCrime"
"21-80.493","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Disorderly_Conduct"
"21-80.493","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#DrugOffense"
"21-80.493","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Embezzlement"
"21-80.493","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Fraud"
"21-80.493","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Homicide"
"21-80.493","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#MoneyLaundering"
"21-80.493","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#OffenseType"
"21-80.493","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#PropertyOffense"
"21-80.493","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#PublicOrderCrime"
"21-80.493","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Robbery"
"21-80.493","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Theft"
"21-80.493","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Vandalism"
"21-80.493","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#ViolentOffense"
"21-80.493","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#WhiteCollarOffense"
"21-81.001","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#Assault"
"21-81.001","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#Burglary"
"21-81.001","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#CyberCrime"
"21-81.001","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#Disorderly_Conduct"
"21-81.001","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#DrugOffense"
"21-81.001","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#Embezzlement"
"21-81.001","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#Fraud"
"21-81.001","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#Homicide"
"21-81.001","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#MoneyLaundering"
"21-81.001","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#OffenseType"
"21-81.001","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#PropertyOffense"
"21-81.001","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#PublicOrderCrime"
"21-81.001","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#Robbery"
"21-81.001","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#Theft"
"21-81.001","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#Vandalism"
"21-81.001","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#ViolentOffense"
"21-81.001","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#WhiteCollarOffense"
"21-81.391","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Assault"
"21-81.391","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Burglary"
"21-81.391","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#CyberCrime"
"21-81.391","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Disorderly_Conduct"
"21-81.391","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#DrugOffense"
"21-81.391","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Embezzlement"
"21-81.391","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Fraud"
"21-81.391","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Homicide"
"21-81.391","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#MoneyLaundering"
"21-81.391","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#OffenseType"
"21-81.391","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#PropertyOffense"
"21-81.391","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#PublicOrderCrime"
"21-81.391","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Robbery"
"21-81.391","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Theft"
"21-81.391","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Vandalism"
"21-81.391","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#ViolentOffense"
"21-81.391","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#WhiteCollarOffense"
"21-81.742","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#Assault"
"21-81.742","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#Burglary"
"21-81.742","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#CyberCrime"
"21-81.742","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#Disorderly_Conduct"
"21-81.742","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#DrugOffense"
"21-81.742","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#Embezzlement"
"21-81.742","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#Fraud"
"21-81.742","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#Homicide"
"21-81.742","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#MoneyLaundering"
"21-81.742","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#OffenseType"
"21-81.742","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#PropertyOffense"
"21-81.742","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#PublicOrderCrime"
"21-81.742","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#Robbery"
"21-81.742","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#Theft"
"21-81.742","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#Vandalism"
"21-81.742","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#ViolentOffense"
"21-81.742","http://growgraph.dev/fcaont#AppealCassationPartial","http://growgraph.dev/fcaont#WhiteCollarOffense"
"21-82.111","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Assault"
"21-82.111","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Burglary"
"21-82.111","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#CyberCrime"
"21-82.111","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Disorderly_Conduct"
"21-82.111","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#DrugOffense"
"21-82.111","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Embezzlement"
"21-82.111","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Fraud"
"21-82.111","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Homicide"
"21-82.111","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#MoneyLaundering"
"21-82.111","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#OffenseType"
"21-82.111","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#PropertyOffense"
"21-82.111","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#PublicOrderCrime"
"21-82.111","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Robbery"
"21-82.111","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Theft"
"21-82.111","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Vandalism"
"21-82.111","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#ViolentOffense"
"21-82.111","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#WhiteCollarOffense"
"21-82.469","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Assault"
"21-82.469","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Burglary"
"21-82.469","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#CyberCrime"
"21-82.469","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Disorderly_Conduct"
"21-82.469","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#DrugOffense"
"21-82.469","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Embezzlement"
"21-82.469","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Fraud"
"21-82.469","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Homicide"
"21-82.469","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#MoneyLaundering"
"21-82.469","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#OffenseType"
"21-82.469","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#PropertyOffense"
"21-82.469","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#PublicOrderCrime"
"21-82.469","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Robbery"
"21-82.469","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Theft"
"21-82.469","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Vandalism"
"21-82.469","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#ViolentOffense"
"21-82.469","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#WhiteCollarOffense"
"21-82.778","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Assault"
"21-82.778","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Burglary"
"21-82.778","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#CyberCrime"
"21-82.778","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Disorderly_Conduct"
"21-82.778","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#DrugOffense"
"21-82.778","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Embezzlement"
"21-82.778","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Fraud"
"21-82.778","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Homicide"
"21-82.778","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#MoneyLaundering"
"21-82.778","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#OffenseType"
"21-82.778","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#PropertyOffense"
"21-82.778","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#PublicOrderCrime"
"21-82.778","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Robbery"
"21-82.778","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Theft"
"21-82.778","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Vandalism"
"21-82.778","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#ViolentOffense"
"21-82.778","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#WhiteCollarOffense"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Assault"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Burglary"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#CyberCrime"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Disorderly_Conduct"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#DrugOffense"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Embezzlement"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Fraud"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Homicide"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#MoneyLaundering"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#OffenseType"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#PropertyOffense"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#PublicOrderCrime"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Robbery"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Theft"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Vandalism"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#ViolentOffense"
"21-82.844","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#WhiteCollarOffense"
"21-83.376","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Assault"
"21-83.376","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Burglary"
"21-83.376","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#CyberCrime"
"21-83.376","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Disorderly_Conduct"
"21-83.376","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#DrugOffense"
"21-83.376","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Embezzlement"
"21-83.376","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Fraud"
"21-83.376","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Homicide"
"21-83.376","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#MoneyLaundering"
"21-83.376","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#OffenseType"
"21-83.376","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#PropertyOffense"
"21-83.376","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#PublicOrderCrime"
"21-83.376","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Robbery"
"21-83.376","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Theft"
"21-83.376","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Vandalism"
"21-83.376","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#ViolentOffense"
"21-83.376","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#WhiteCollarOffense"
"21-83.909","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Assault"
"21-83.909","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Burglary"
"21-83.909","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#CyberCrime"
"21-83.909","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Disorderly_Conduct"
"21-83.909","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#DrugOffense"
"21-83.909","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Embezzlement"
"21-83.909","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Fraud"
"21-83.909","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Homicide"
"21-83.909","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#MoneyLaundering"
"21-83.909","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#OffenseType"
"21-83.909","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#PropertyOffense"
"21-83.909","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#PublicOrderCrime"
"21-83.909","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Robbery"
"21-83.909","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Theft"
"21-83.909","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Vandalism"
"21-83.909","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#ViolentOffense"
"21-83.909","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#WhiteCollarOffense"
"21-84.314","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Assault"
"21-84.314","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Burglary"
"21-84.314","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#CyberCrime"
"21-84.314","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Disorderly_Conduct"
"21-84.314","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#DrugOffense"
"21-84.314","http://growgraph.dev/fcaont#AppealRejected","http://growgraph.dev/fcaont#Embezzlement"
